N°,Site,Longitude,Latitude,Altitude,Ic,Classe_Ic
399,Tumbwe,27.40064061,-11.47408439,1352.413,0.72,Terne
400,Tumbwe,27.40066295,-11.47401343,1352.57,0.65,Terne
401,Tumbwe,27.40067488,-11.47398162,1352.404,1.03,Dur
402,Tumbwe,27.40068256,-11.47396181,1353.02,0.56,Terne
403,Tumbwe,27.40065324,-11.47394913,1352.77,1.12,Dur
404,Tumbwe,27.4006156,-11.47392985,1352.565,3.86,Dur
405,Tumbwe,27.40058789,-11.47391518,1352.856,1.19,Dur
406,Tumbwe,27.40057586,-11.47390846,1352.375,0.76,Mi-dur
407,Tumbwe,27.40053724,-11.47388872,1352.344,1.19,Dur
408,Tumbwe,27.40049692,-11.4738675,1352.268,1.78,Dur
409,Tumbwe,27.40046227,-11.47384661,1352.045,1.77,Dur
410,Tumbwe,27.40041354,-11.4738273,1352.262,45.19,Dur
411,Tumbwe,27.40038356,-11.4738171,1352.081,-0.79,Liquide
412,Tumbwe,27.40033417,-11.47379544,1352.337,1.38,Dur
413,Tumbwe,27.40028648,-11.47378,1352.023,3.22,Dur
414,Tumbwe,27.40024317,-11.47376177,1352.347,1.35,Dur
415,Tumbwe,27.40022572,-11.47378275,1352.245,1.66,Dur
416,Tumbwe,27.40019962,-11.47379959,1352.197,1.03,Dur
417,Tumbwe,27.40017879,-11.47382866,1352.208,2.03,Dur
418,Tumbwe,27.40015072,-11.47386123,1351.921,0.77,Mi-dur
419,Tumbwe,27.40011763,-11.4738762,1352.329,1.05,Dur
420,Tumbwe,27.40002375,-11.47385428,1352.469,0.67,Terne
421,Tumbwe,27.39997616,-11.47387533,1352.456,1.03,Dur
422,Tumbwe,27.39992492,-11.47388516,1353.06,27.39,Dur
423,Tumbwe,27.39988139,-11.4739014,1352.379,1.54,Dur
424,Tumbwe,27.39987079,-11.47396503,1352.505,1.08,Dur
425,Tumbwe,27.39987834,-11.47402818,1353.828,1.36,Dur
426,Tumbwe,27.39986884,-11.47407965,1352.598,1.19,Dur
427,Tumbwe,27.39984579,-11.47413795,1352.401,1.47,Dur
428,Tumbwe,27.39983527,-11.47418183,1352.652,1.96,Dur
429,Tumbwe,27.39982006,-11.47422759,1352.458,0.72,Terne
430,Tumbwe,27.39974072,-11.47423505,1352.411,0.65,Terne
431,Tumbwe,27.39970791,-11.47424426,1352.382,1.03,Dur
432,Tumbwe,27.39966487,-11.47424848,1352.328,0.56,Terne
433,Tumbwe,27.3995752,-11.47426936,1352.232,1.12,Dur
434,Tumbwe,27.39904972,-11.4751622,1352.932,3.86,Dur
435,Tumbwe,27.39877946,-11.47564586,1352.45,1.19,Dur
436,Tumbwe,27.39818369,-11.47538213,1352.001,0.76,Mi-dur
437,Tumbwe,27.39951576,-11.47426984,1352.441,1.19,Dur
438,Tumbwe,27.39947485,-11.47426582,1352.411,1.78,Dur
439,Tumbwe,27.39942017,-11.47425337,1352.292,1.77,Dur
440,Tumbwe,27.39937369,-11.47425901,1352.239,45.19,Dur
441,Tumbwe,27.39932937,-11.47426143,1352.297,-0.79,Liquide
442,Tumbwe,27.39928292,-11.47425909,1352.364,1.38,Dur
443,Tumbwe,27.39922955,-11.47425392,1352.336,3.22,Dur
444,Tumbwe,27.39917437,-11.47424404,1352.272,1.35,Dur
445,Tumbwe,27.39912651,-11.47422061,1352.165,1.66,Dur
446,Tumbwe,27.39908164,-11.47419486,1352.118,1.03,Dur
447,Tumbwe,27.39903974,-11.47417732,1352.166,2.03,Dur
448,Tumbwe,27.39900053,-11.4741567,1352.077,0.77,Mi-dur
449,Tumbwe,27.39891514,-11.4741457,1351.992,1.05,Dur
450,Tumbwe,27.39886176,-11.47413344,1351.871,0.67,Terne
451,Tumbwe,27.39880277,-11.47412507,1351.66,1.03,Dur
452,Tumbwe,27.39874477,-11.47412075,1352.18,27.39,Dur
453,Tumbwe,27.39868989,-11.47413543,1351.664,1.54,Dur
454,Tumbwe,27.39863641,-11.47412294,1351.901,1.08,Dur
455,Tumbwe,27.39858793,-11.47410167,1351.633,1.36,Dur
456,Tumbwe,27.39853988,-11.47409753,1351.757,1.19,Dur
457,Tumbwe,27.39850019,-11.47409144,1352.057,1.47,Dur
458,Tumbwe,27.39800783,-11.47491176,1352.55,1.96,Dur
459,Tumbwe,27.39780972,-11.47527423,1352.52,0.72,Terne
460,Tumbwe,27.39850622,-11.47405972,1351.835,0.65,Terne
461,Tumbwe,27.39851307,-11.47401251,1351.777,1.03,Dur
462,Tumbwe,27.39852061,-11.47396485,1351.831,0.56,Terne
463,Tumbwe,27.39853334,-11.47391796,1351.889,1.12,Dur
464,Tumbwe,27.39855143,-11.47387455,1351.859,3.86,Dur
465,Tumbwe,27.398567,-11.47382988,1351.881,1.19,Dur
466,Tumbwe,27.39859376,-11.47379122,1351.838,0.76,Mi-dur
467,Tumbwe,27.39861925,-11.4737375,1351.753,1.19,Dur
468,Tumbwe,27.39845355,-11.47367864,1351.58,1.78,Dur
469,Tumbwe,27.39830019,-11.47362151,1351.5,1.77,Dur
470,Tumbwe,27.39865521,-11.47369927,1351.807,45.19,Dur
471,Tumbwe,27.39869239,-11.47367839,1351.845,-0.79,Liquide
472,Tumbwe,27.3987489,-11.47363131,1352.22,1.38,Dur
473,Tumbwe,27.39880831,-11.47359219,1351.728,3.22,Dur
474,Tumbwe,27.39884226,-11.47355544,1351.801,1.35,Dur
475,Tumbwe,27.39888753,-11.47350995,1351.884,1.66,Dur
476,Tumbwe,27.39891713,-11.4734565,1351.856,1.03,Dur
477,Tumbwe,27.39894073,-11.47340512,1351.741,2.03,Dur
478,Tumbwe,27.39896128,-11.47336602,1351.819,0.77,Mi-dur
479,Tumbwe,27.39897662,-11.47332179,1351.845,1.05,Dur
480,Tumbwe,27.39885813,-11.47328581,1351.72,0.67,Terne
481,Tumbwe,27.39870757,-11.47323503,1351.72,1.03,Dur
482,Tumbwe,27.39856093,-11.47318618,1351.62,27.39,Dur
483,Tumbwe,27.39838235,-11.47312737,1352.024,1.54,Dur
484,Tumbwe,27.39819723,-11.47306429,1351.67,1.08,Dur
485,Tumbwe,27.39800937,-11.47301037,1351.562,1.36,Dur
486,Tumbwe,27.39900019,-11.47328027,1351.673,1.19,Dur
487,Tumbwe,27.39903087,-11.47327546,1351.917,1.47,Dur
488,Tumbwe,27.39905704,-11.47328908,1351.733,1.96,Dur
489,Tumbwe,27.39910416,-11.47331199,1351.825,0.72,Terne
490,Tumbwe,27.39915683,-11.47333466,1351.769,0.65,Terne
491,Tumbwe,27.39920882,-11.47334952,1351.762,1.03,Dur
492,Tumbwe,27.39926401,-11.47334874,1352.085,0.56,Terne
493,Tumbwe,27.39930695,-11.47338586,1351.872,1.12,Dur
494,Tumbwe,27.39935817,-11.4734043,1351.778,3.86,Dur
495,Tumbwe,27.39940463,-11.47343456,1352.001,1.19,Dur
496,Tumbwe,27.39946301,-11.47346226,1352.08,0.76,Mi-dur
497,Tumbwe,27.39948333,-11.47351982,1351.948,1.19,Dur
498,Tumbwe,27.39945342,-11.47354768,1352.8,1.78,Dur
499,Tumbwe,27.39944231,-11.47361355,1352.784,1.77,Dur
500,Tumbwe,27.39943492,-11.47365774,1353.937,45.19,Dur
501,Tumbwe,27.39940745,-11.47369554,1352.186,-0.79,Liquide
502,Tumbwe,27.39943885,-11.47372364,1353.37,1.38,Dur
503,Tumbwe,27.39935441,-11.47370446,1352.329,3.22,Dur
504,Tumbwe,27.39931733,-11.47371419,1352.072,1.35,Dur
505,Tumbwe,27.39929614,-11.47367505,1352.134,1.66,Dur
506,Tumbwe,27.39928292,-11.47364557,1351.914,1.03,Dur
507,Tumbwe,27.39923219,-11.47366671,1351.979,2.03,Dur
508,Tumbwe,27.3991865,-11.47367741,1352.027,0.77,Mi-dur
509,Tumbwe,27.39913984,-11.47367461,1351.988,1.05,Dur
510,Tumbwe,27.39910255,-11.47367597,1352.349,0.67,Terne
511,Tumbwe,27.3990408,-11.47367667,1352.246,1.03,Dur
512,Tumbwe,27.3990033,-11.47366634,1351.93,27.39,Dur
513,Tumbwe,27.39895682,-11.47365612,1351.947,1.54,Dur
514,Tumbwe,27.39891841,-11.47364269,1351.782,1.08,Dur
515,Tumbwe,27.39887225,-11.47364584,1351.905,1.36,Dur
516,Tumbwe,27.39885179,-11.47364505,1352.063,1.19,Dur
517,Tumbwe,27.39885454,-11.47361505,1351.976,1.47,Dur
518,Tumbwe,27.39886882,-11.47357436,1351.876,1.96,Dur
519,Tumbwe,27.3988885,-11.47353176,1352.208,0.72,Terne
520,Tumbwe,27.39889907,-11.47349887,1352,0.65,Terne
521,Tumbwe,27.39892152,-11.47344945,1351.721,1.03,Dur
522,Tumbwe,27.39893857,-11.47341302,1351.713,0.56,Terne
523,Tumbwe,27.39895799,-11.47337503,1352.229,1.12,Dur
524,Tumbwe,27.39897561,-11.47332786,1352.026,3.86,Dur
525,Tumbwe,27.39899788,-11.47328443,1351.678,1.19,Dur
526,Tumbwe,27.39901499,-11.4732493,1351.858,0.76,Mi-dur
527,Tumbwe,27.39901735,-11.47321093,1351.789,1.19,Dur
528,Tumbwe,27.39901497,-11.4731751,1351.701,1.78,Dur
529,Tumbwe,27.39900175,-11.47312406,1351.685,1.77,Dur
530,Tumbwe,27.39898653,-11.4730907,1351.763,45.19,Dur
531,Tumbwe,27.39894565,-11.47305882,1351.838,-0.79,Liquide
532,Tumbwe,27.39889901,-11.47304888,1351.807,1.38,Dur
533,Tumbwe,27.39890206,-11.47301372,1351.763,3.22,Dur
534,Tumbwe,27.39886278,-11.47299292,1351.741,1.35,Dur
535,Tumbwe,27.39883969,-11.47296891,1351.715,1.66,Dur
536,Tumbwe,27.39881378,-11.47293152,1351.666,1.03,Dur
537,Tumbwe,27.39877109,-11.47291344,1351.711,2.03,Dur
538,Tumbwe,27.39874776,-11.47289037,1351.706,0.77,Mi-dur
539,Tumbwe,27.39870607,-11.47286795,1351.719,1.05,Dur
540,Tumbwe,27.39866317,-11.47285435,1351.721,0.67,Terne
541,Tumbwe,27.39853415,-11.4730922,1351.56,1.03,Dur
542,Tumbwe,27.39863886,-11.47284433,1351.844,27.39,Dur
543,Tumbwe,27.39860605,-11.47280828,1351.75,1.54,Dur
544,Tumbwe,27.39857179,-11.47277412,1351.738,1.08,Dur
545,Tumbwe,27.3985489,-11.47275509,1351.898,1.36,Dur
546,Tumbwe,27.39850871,-11.47274992,1351.85,1.19,Dur
547,Tumbwe,27.39845192,-11.47273132,1351.745,1.47,Dur
548,Tumbwe,27.39841641,-11.47271519,1351.643,1.96,Dur
549,Tumbwe,27.39838757,-11.47270891,1351.894,0.72,Terne
550,Tumbwe,27.39834274,-11.47270424,1351.73,0.65,Terne
551,Tumbwe,27.39818084,-11.47300717,1351.56,1.03,Dur
552,Tumbwe,27.39829611,-11.47268923,1351.586,0.56,Terne
553,Tumbwe,27.3982491,-11.47267398,1351.737,1.12,Dur
554,Tumbwe,27.39818543,-11.47267095,1351.745,3.86,Dur
555,Tumbwe,27.39814501,-11.47266211,1351.76,1.19,Dur
556,Tumbwe,27.39810222,-11.4726623,1351.758,0.76,Mi-dur
557,Tumbwe,27.3980499,-11.47267147,1351.544,1.19,Dur
558,Tumbwe,27.39800655,-11.47267615,1351.677,1.78,Dur
559,Tumbwe,27.39797096,-11.47267271,1351.696,1.77,Dur
560,Tumbwe,27.39786979,-11.4728805,1351.56,45.19,Dur
561,Tumbwe,27.39792435,-11.47268489,1351.502,-0.79,Liquide
562,Tumbwe,27.39785718,-11.47269968,1351.612,1.38,Dur
563,Tumbwe,27.39780441,-11.47270619,1351.516,3.22,Dur
564,Tumbwe,27.39776638,-11.4727076,1351.386,1.35,Dur
565,Tumbwe,27.39771507,-11.47269424,1351.442,1.66,Dur
566,Tumbwe,27.39768192,-11.47267576,1351.45,1.03,Dur
567,Tumbwe,27.39763399,-11.47265832,1351.504,2.03,Dur
568,Tumbwe,27.39758303,-11.4726446,1351.42,0.77,Mi-dur
569,Tumbwe,27.39754346,-11.4726444,1351.528,1.05,Dur
570,Tumbwe,27.39748828,-11.47265044,1351.455,0.67,Terne
571,Tumbwe,27.39763544,-11.47270839,1351.52,1.03,Dur
572,Tumbwe,27.39762982,-11.47275717,1351.597,27.39,Dur
573,Tumbwe,27.39762209,-11.47280188,1351.442,1.54,Dur
574,Tumbwe,27.39759235,-11.47283444,1351.414,1.08,Dur
575,Tumbwe,27.39755526,-11.47285421,1351.404,1.36,Dur
576,Tumbwe,27.39771851,-11.47290117,1351.4,1.19,Dur
577,Tumbwe,27.39789584,-11.47296198,1351.96,1.47,Dur
578,Tumbwe,27.39753741,-11.47288764,1351.493,1.96,Dur
579,Tumbwe,27.39750349,-11.47293604,1351.484,0.72,Terne
580,Tumbwe,27.39748809,-11.47296397,1351.499,0.65,Terne
581,Tumbwe,27.3976505,-11.47301879,1351.45,1.03,Dur
582,Tumbwe,27.39788646,-11.47307601,1351.245,0.56,Terne
583,Tumbwe,27.39814274,-11.47314572,1351.954,1.12,Dur
584,Tumbwe,27.39840156,-11.47322792,1351.324,3.86,Dur
585,Tumbwe,27.39862487,-11.47330517,1351.65,1.19,Dur
586,Tumbwe,27.3988786,-11.47337488,1351.32,0.76,Mi-dur
587,Tumbwe,27.39743623,-11.47296256,1351.568,1.19,Dur
588,Tumbwe,27.39741209,-11.47300276,1351.507,1.78,Dur
589,Tumbwe,27.39742967,-11.47306464,1351.32,1.77,Dur
590,Tumbwe,27.39741546,-11.47310824,1351.334,45.19,Dur
591,Tumbwe,27.39757441,-11.47316062,1351.42,-0.79,Liquide
592,Tumbwe,27.39778777,-11.47321829,1351.056,1.38,Dur
593,Tumbwe,27.39801311,-11.47328023,1351.056,3.22,Dur
594,Tumbwe,27.39825588,-11.47335504,1351.21,1.35,Dur
595,Tumbwe,27.39844409,-11.47341146,1351.095,1.66,Dur
596,Tumbwe,27.39871947,-11.47349244,1351.052,1.03,Dur
597,Tumbwe,27.39744052,-11.47314478,1351.333,2.03,Dur
598,Tumbwe,27.39747892,-11.4731976,1351.374,0.77,Mi-dur
599,Tumbwe,27.39750219,-11.47323635,1351.4,1.05,Dur
600,Tumbwe,27.3976293,-11.47327198,1351.661,0.67,Terne
601,Tumbwe,27.3976293,-11.47327198,1351.661,1.03,Dur
602,Tumbwe,27.39783922,-11.4733277,1351.923,27.39,Dur
603,Tumbwe,27.39811089,-11.47341012,1351.352,1.54,Dur
604,Tumbwe,27.39832081,-11.47346584,1351.68,1.08,Dur
605,Tumbwe,27.39853565,-11.47351425,1351.325,1.36,Dur
606,Tumbwe,27.39751028,-11.47329276,1351.389,1.19,Dur
607,Tumbwe,27.39751312,-11.47334616,1351.374,1.47,Dur
608,Tumbwe,27.39753531,-11.47338468,1351.515,1.96,Dur
609,Tumbwe,27.39756609,-11.47341409,1351.194,0.72,Terne
610,Tumbwe,27.39760975,-11.4734444,1351.324,0.65,Terne
611,Tumbwe,27.39783199,-11.47348306,1351.54,1.03,Dur
612,Tumbwe,27.39799238,-11.47352976,1352.352,0.56,Terne
613,Tumbwe,27.3981933,-11.47358683,1351.523,1.12,Dur
614,Tumbwe,27.39766185,-11.47345446,1351.558,3.86,Dur
615,Tumbwe,27.39771027,-11.47346794,1354.505,1.19,Dur
616,Tumbwe,27.39773247,-11.47352323,1351.585,0.76,Mi-dur
617,Tumbwe,27.39775455,-11.47356871,1351.596,1.19,Dur
618,Tumbwe,27.39779505,-11.47360957,1351.676,1.78,Dur
619,Tumbwe,27.3977886,-11.47365383,1351.702,1.77,Dur
620,Tumbwe,27.39779,-11.47370332,1351.634,45.19,Dur
621,Tumbwe,27.39783801,-11.47373195,1351.827,-0.79,Liquide
622,Tumbwe,27.39782126,-11.4737575,1351.785,1.38,Dur
623,Tumbwe,27.39779639,-11.47379199,1351.671,3.22,Dur
624,Tumbwe,27.39779108,-11.4738315,1351.569,1.35,Dur
625,Tumbwe,27.3977592,-11.47385708,1351.738,1.66,Dur
626,Tumbwe,27.39772735,-11.47388326,1351.465,1.03,Dur
627,Tumbwe,27.39770459,-11.47393145,1351.435,2.03,Dur
628,Tumbwe,27.39765631,-11.47397695,1351.432,0.77,Mi-dur
629,Tumbwe,27.39763646,-11.47402166,1351.512,1.05,Dur
630,Tumbwe,27.39760902,-11.4740575,1351.364,0.67,Terne
631,Tumbwe,27.39755348,-11.47408719,1351.288,1.03,Dur
632,Tumbwe,27.39752444,-11.47414667,1351.5,27.39,Dur
633,Tumbwe,27.39702344,-11.47487936,1351.45,1.54,Dur
634,Tumbwe,27.39702659,-11.47525497,1351.642,1.08,Dur
635,Tumbwe,27.39749433,-11.47414663,1351.403,1.36,Dur
636,Tumbwe,27.39736934,-11.47436236,1351.254,1.19,Dur
637,Tumbwe,27.3971745,-11.47464142,1351.066,1.47,Dur
638,Tumbwe,27.39744275,-11.47412714,1351.458,1.96,Dur
639,Tumbwe,27.39741207,-11.4741157,1351.126,0.72,Terne
640,Tumbwe,27.39737075,-11.47408615,1351.641,0.65,Terne
641,Tumbwe,27.3973359,-11.47407287,1351.429,1.03,Dur
642,Tumbwe,27.39728651,-11.47405139,1351.131,0.56,Terne
643,Tumbwe,27.39724411,-11.47402673,1351.19,1.12,Dur
644,Tumbwe,27.39719811,-11.47400429,1350.92,3.86,Dur
645,Tumbwe,27.39716704,-11.47398503,1351.205,1.19,Dur
646,Tumbwe,27.39635382,-11.47499521,1351.055,0.76,Mi-dur
647,Tumbwe,27.39711399,-11.4739623,1351.03,1.19,Dur
648,Tumbwe,27.39707828,-11.47394923,1350.879,1.78,Dur
649,Tumbwe,27.39700887,-11.47392318,1351.047,1.77,Dur
650,Tumbwe,27.39697655,-11.47391849,1350.953,45.19,Dur
651,Tumbwe,27.39692905,-11.47390158,1350.904,-0.79,Liquide
652,Tumbwe,27.39689527,-11.47389063,1350.887,1.38,Dur
653,Tumbwe,27.39684701,-11.47387374,1350.945,3.22,Dur
654,Tumbwe,27.39681369,-11.47386111,1351.17,1.35,Dur
655,Tumbwe,27.39677351,-11.4738385,1350.721,1.66,Dur
656,Tumbwe,27.39672352,-11.473836,1350.833,1.03,Dur
657,Tumbwe,27.39608606,-11.47454734,1350.8,2.03,Dur
658,Tumbwe,27.39594081,-11.47482784,1351.95,0.77,Mi-dur
659,Tumbwe,27.39668864,-11.473821,1351.255,1.05,Dur
660,Tumbwe,27.39665406,-11.47379131,1351.096,0.67,Terne
661,Tumbwe,27.3966285,-11.47377747,1351.014,1.03,Dur
662,Tumbwe,27.39658688,-11.47373629,1350.997,27.39,Dur
663,Tumbwe,27.3965718,-11.47369468,1350.837,1.54,Dur
664,Tumbwe,27.39653,-11.47365668,1350.766,1.08,Dur
665,Tumbwe,27.3964951,-11.47363798,1350.61,1.36,Dur
666,Tumbwe,27.39647193,-11.47359563,1350.687,1.19,Dur
667,Tumbwe,27.39645665,-11.47354573,1350.68,1.47,Dur
668,Tumbwe,27.39642508,-11.4735285,1351.248,1.96,Dur
669,Tumbwe,27.39639408,-11.47349163,1350.532,0.72,Terne
670,Tumbwe,27.39636036,-11.47347101,1350.719,0.65,Terne
671,Tumbwe,27.39632279,-11.47343553,1350.637,1.03,Dur
672,Tumbwe,27.39630091,-11.47340759,1350.969,0.56,Terne
673,Tumbwe,27.39628126,-11.47336563,1350.895,1.12,Dur
674,Tumbwe,27.39626324,-11.47332099,1350.733,3.86,Dur
675,Tumbwe,27.3962264,-11.47329989,1350.749,1.19,Dur
676,Tumbwe,27.39620237,-11.47326777,1350.671,0.76,Mi-dur
677,Tumbwe,27.39618633,-11.47324351,1350.666,1.19,Dur
678,Tumbwe,27.39618589,-11.47321266,1350.898,1.78,Dur
679,Tumbwe,27.39620992,-11.47320005,1350.752,1.77,Dur
680,Tumbwe,27.39625181,-11.47316999,1350.962,45.19,Dur
681,Tumbwe,27.39629941,-11.47314111,1350.842,-0.79,Liquide
682,Tumbwe,27.39633543,-11.47311725,1350.906,1.38,Dur
683,Tumbwe,27.3963917,-11.47308435,1350.99,3.22,Dur
684,Tumbwe,27.39642611,-11.47305967,1350.839,1.35,Dur
685,Tumbwe,27.39645593,-11.47302864,1351.018,1.66,Dur
686,Tumbwe,27.39648879,-11.47300407,1350.996,1.03,Dur
687,Tumbwe,27.39653334,-11.47297345,1350.969,2.03,Dur
688,Tumbwe,27.39613792,-11.47324203,1350.74,0.77,Mi-dur
689,Tumbwe,27.39611071,-11.47326358,1350.65,1.05,Dur
690,Tumbwe,27.39606913,-11.47330229,1350.631,0.67,Terne
691,Tumbwe,27.3960397,-11.47332247,1350.479,1.03,Dur
692,Tumbwe,27.39600539,-11.47333809,1350.316,27.39,Dur
693,Tumbwe,27.39595796,-11.47334272,1350.409,1.54,Dur
694,Tumbwe,27.39591176,-11.47333708,1350.437,1.08,Dur
695,Tumbwe,27.39586557,-11.47336993,1350.418,1.36,Dur
696,Tumbwe,27.39581642,-11.47341903,1350.584,1.19,Dur
697,Tumbwe,27.39579715,-11.47342371,1350.481,1.47,Dur
698,Tumbwe,27.39576574,-11.47340737,1350.698,1.96,Dur
699,Tumbwe,27.39573287,-11.47339799,1350.414,0.72,Terne
700,Tumbwe,27.39570769,-11.4733641,1350.469,0.65,Terne
701,Tumbwe,27.39566452,-11.47337232,1351.808,1.03,Dur
702,Tumbwe,27.3956142,-11.47333678,1350.343,0.56,Terne
703,Tumbwe,27.39558962,-11.47333414,1350.352,1.12,Dur
704,Tumbwe,27.3955532,-11.47333765,1350.264,3.86,Dur
705,Tumbwe,27.39553081,-11.47330914,1350.358,1.19,Dur
706,Tumbwe,27.39550218,-11.47328528,1350.218,0.76,Mi-dur
707,Tumbwe,27.39546788,-11.47326412,1350.328,1.19,Dur
708,Tumbwe,27.39542661,-11.47326718,1350.165,1.78,Dur
709,Tumbwe,27.39538763,-11.47328016,1350.192,1.77,Dur
710,Tumbwe,27.39534478,-11.47329658,1350.086,45.19,Dur
711,Tumbwe,27.39530977,-11.47330482,1349.979,-0.79,Liquide
712,Tumbwe,27.39527079,-11.47331099,1349.847,1.38,Dur
713,Tumbwe,27.39523836,-11.47332958,1349.746,3.22,Dur
714,Tumbwe,27.39521917,-11.47334455,1349.833,1.35,Dur
715,Tumbwe,27.3951832,-11.47336275,1349.723,1.66,Dur
716,Tumbwe,27.39492135,-11.47378374,1349.712,1.03,Dur
717,Tumbwe,27.39570217,-11.47413792,1349.912,2.03,Dur
718,Tumbwe,27.3959492,-11.47384302,1349.452,0.77,Mi-dur
719,Tumbwe,27.39516077,-11.47336044,1349.862,1.05,Dur
720,Tumbwe,27.39514966,-11.47335451,1349.61,0.67,Terne
721,Tumbwe,27.39512065,-11.47333555,1349.759,1.03,Dur
722,Tumbwe,27.39508193,-11.47331702,1349.708,27.39,Dur
723,Tumbwe,27.39503234,-11.47329645,1349.549,1.54,Dur
724,Tumbwe,27.39499329,-11.47328594,1349.425,1.08,Dur
725,Tumbwe,27.39495791,-11.47326385,1349.494,1.36,Dur
726,Tumbwe,27.39492114,-11.47324443,1349.575,1.19,Dur
727,Tumbwe,27.39486529,-11.47322477,1349.409,1.47,Dur
728,Tumbwe,27.39482332,-11.47321336,1349.566,1.96,Dur
729,Tumbwe,27.39478468,-11.47319873,1349.501,0.72,Terne
730,Tumbwe,27.39473203,-11.4731794,1349.307,0.65,Terne
731,Tumbwe,27.39469233,-11.47316576,1349.325,1.03,Dur
732,Tumbwe,27.39465312,-11.47315145,1349.321,0.56,Terne
733,Tumbwe,27.3946154,-11.47313636,1349.257,1.12,Dur
734,Tumbwe,27.39457657,-11.47312061,1349.189,3.86,Dur
735,Tumbwe,27.39454053,-11.4731024,1349.158,1.19,Dur
736,Tumbwe,27.39450262,-11.47308525,1349.236,0.76,Mi-dur
737,Tumbwe,27.39446453,-11.47307023,1349.412,1.19,Dur
738,Tumbwe,27.39442353,-11.47303221,1349.211,1.78,Dur
739,Tumbwe,27.39438759,-11.47301285,1349.003,1.77,Dur
740,Tumbwe,27.39434852,-11.47299429,1349.012,45.19,Dur
741,Tumbwe,27.39430778,-11.47298329,1348.873,-0.79,Liquide
742,Tumbwe,27.39426851,-11.47297232,1348.909,1.38,Dur
743,Tumbwe,27.3942315,-11.47295539,1349.063,3.22,Dur
744,Tumbwe,27.39419334,-11.47294381,1348.913,1.35,Dur
745,Tumbwe,27.39415605,-11.47292711,1349.059,1.66,Dur
746,Tumbwe,27.39412146,-11.47290752,1348.77,1.03,Dur
747,Tumbwe,27.39408495,-11.47288556,1348.844,2.03,Dur
748,Tumbwe,27.39403217,-11.47286574,1348.782,0.77,Mi-dur
749,Tumbwe,27.39399921,-11.47284394,1348.86,1.05,Dur
750,Tumbwe,27.39396324,-11.47282617,1349.017,0.67,Terne
751,Tumbwe,27.3939175,-11.47280247,1348.871,1.03,Dur
752,Tumbwe,27.39388494,-11.4727776,1348.924,27.39,Dur
753,Tumbwe,27.39385335,-11.4727507,1348.678,1.54,Dur
754,Tumbwe,27.39382143,-11.47272447,1348.771,1.08,Dur
755,Tumbwe,27.39377893,-11.47269519,1348.815,1.36,Dur
756,Tumbwe,27.39373142,-11.47273093,1348.764,1.19,Dur
757,Tumbwe,27.39372017,-11.4727683,1348.602,1.47,Dur
758,Tumbwe,27.39368378,-11.47280622,1348.474,1.96,Dur
759,Tumbwe,27.39364103,-11.47284052,1348.418,0.72,Terne
760,Tumbwe,27.39360091,-11.47287498,1348.322,0.65,Terne
761,Tumbwe,27.39357564,-11.4729013,1348.359,1.03,Dur
762,Tumbwe,27.39354551,-11.47294692,1348.443,0.56,Terne
763,Tumbwe,27.39352391,-11.47300835,1348.06,1.12,Dur
764,Tumbwe,27.39350716,-11.47305889,1348.397,3.86,Dur
765,Tumbwe,27.39352415,-11.47307678,1348.221,1.19,Dur
766,Tumbwe,27.39355534,-11.47310216,1348.33,0.76,Mi-dur
767,Tumbwe,27.39359524,-11.47313362,1348.216,1.19,Dur
768,Tumbwe,27.39361347,-11.47316453,1348.166,1.78,Dur
769,Tumbwe,27.3936462,-11.47321962,1348.075,1.77,Dur
770,Tumbwe,27.39366597,-11.47323936,1348.108,45.19,Dur
771,Tumbwe,27.39370117,-11.47323389,1348.234,-0.79,Liquide
772,Tumbwe,27.39375664,-11.47323312,1348.525,1.38,Dur
773,Tumbwe,27.39379851,-11.47322769,1348.202,3.22,Dur
774,Tumbwe,27.39377496,-11.47322535,1348.394,1.35,Dur
775,Tumbwe,27.39360483,-11.47327245,1348.248,1.66,Dur
776,Tumbwe,27.39357692,-11.47328381,1348.005,1.03,Dur
777,Tumbwe,27.39354681,-11.47330266,1347.949,2.03,Dur
778,Tumbwe,27.39351598,-11.47332615,1348.157,0.77,Mi-dur
779,Tumbwe,27.39349016,-11.47335321,1348.192,1.05,Dur
780,Tumbwe,27.39345855,-11.47339061,1347.711,0.67,Terne
781,Tumbwe,27.39343093,-11.47341615,1347.937,1.03,Dur
782,Tumbwe,27.39339965,-11.47345225,1347.583,27.39,Dur
783,Tumbwe,27.39337891,-11.4734816,1347.972,1.54,Dur
784,Tumbwe,27.39338457,-11.47351005,1347.544,1.08,Dur
785,Tumbwe,27.39340565,-11.47354151,1347.543,1.36,Dur
786,Tumbwe,27.39342682,-11.47357365,1347.739,1.19,Dur
787,Tumbwe,27.39345259,-11.47360126,1347.597,1.47,Dur
788,Tumbwe,27.39348124,-11.47362657,1347.782,1.96,Dur
789,Tumbwe,27.39352309,-11.47365908,1347.69,0.72,Terne
790,Tumbwe,27.39355429,-11.47368341,1347.712,0.65,Terne
791,Tumbwe,27.39358781,-11.47370521,1347.769,1.03,Dur
792,Tumbwe,27.3936188,-11.47372904,1347.848,0.56,Terne
793,Tumbwe,27.39366075,-11.47376168,1347.844,1.12,Dur
794,Tumbwe,27.39369315,-11.47378309,1347.843,3.86,Dur
